,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
315,1604221.SZ,定增事件,华安基金,中国建设银行,股票型,20170411,20181107,20170526,20170220,20181108,3.0948,1.0,0.2,,1.0,0.0001,,中证定向增发事件指数收益率*95%+同期银行活期存款利率(税后)*5%,D,被动指数型,契约型开放式,,20170526,20170526,E
316,161631.SZ,人工智能,融通基金,中国建设银行,股票型,20170410,,20170419,20170103,,2.0511,0.8,0.15,,1.0,0.001,,中证人工智能主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20170419,20170419,E
317,501020.SH,国企改,国泰基金,中国建设银行,股票型,20170329,20180425,20170421,20170310,20181114,2.3536,0.5,0.15,,1.0,0.01,,中证国有企业改革指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型开放式,,20170421,20170421,E
318,501019.SH,军工基金LOF,国泰基金,中国建设银行,股票型,20170329,,20170421,20170310,,2.681,0.5,0.15,,1.0,0.01,,国证航天军工指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20170421,20170421,E
319,168108.SZ,九泰锐诚,九泰基金,中国光大银行,混合型,20170324,,20170711,20161226,,2.1488,1.5,0.25,,1.0,0.1,,沪深300指数收益率*60%+中债总指数(总值)财富指数收益率*40%,L,灵活配置型,契约型开放式,,20190325,20190325,E
320,511770.SH,金鹰增益货币ETF,金鹰基金,招商证券,货币市场型,20170320,,20170410,20170306,,14.9345,0.28,0.08,,100.0,0.1,,七天通知存款利率(税后),L,货币型,契约型开放式,,20170410,20170410,E
321,161036.SZ,娱乐增强,富国基金,中国银行,股票型,20170313,,20170324,20170208,,5.6673,1.2,0.25,,1.0,0.001,,中证娱乐主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20170324,20170324,E
322,512900.SH,证券ETF基金,南方基金,中国银行,股票型,20170310,,20170331,20170126,,11.9711,0.5,0.1,,1.0,0.1,,中证全指证券公司指数收益率,L,被动指数型,契约型开放式,,20170331,20170331,E
323,164509.SZ,国富恒利,国海富兰克林基金,中国银行,债券型,20170310,,20170407,20170310,,1.6855,0.3,0.1,,1.0,,,中债综合指数(全价),L,债券型,契约型开放式,,20170315,20170315,E
324,162718.SZ,广发鑫瑞,广发基金,招商银行,混合型,20170303,20200427,20170324,20161216,20200428,2.1394,1.5,0.25,,1.0,0.001,,中证全债指数收益率*70%+沪深300指数收益率*30%,D,混合型,契约型开放式,,20180904,20180904,E
325,501027.SH,国泰融信LOF,国泰基金,中国银行,混合型,20170302,,20170601,20161201,,4.1153,0.9,0.25,,1.0,0.01,,沪深300指数收益率*60%+中证综合债指数收益率*40%,L,灵活配置型,契约型开放式,,20180905,20180905,E
326,162719.SZ,广发石油,广发基金,中国银行,股票型,20170228,,20170317,20170116,,2.2691,1.0,0.3,,1.0,0.001,,人民币计价的道琼斯美国石油开发与生产指数收益率*95%+人民币活期存款收益率(税后)*5%,L,被动指数型,契约型开放式,,20170317,20170317,E
327,501032.SH,财通福盛混合LOF,财通基金,中国工商银行,混合型,20170125,,20170421,20161219,,5.1721,1.5,0.25,,1.0,0.1,,沪深300指数收益率*70%+中债综合全价指数收益率*30%,L,混合型,契约型开放式,,20180716,20180716,E
328,512580.SH,环保ETF,广发基金,中国银行,股票型,20170125,,20170228,20161219,,6.7887,0.5,0.1,,1.0,0.1,,中证环保产业指数收益率,L,被动指数型,契约型开放式,,20170228,20170228,E
329,164302.SZ,新华惠鑫,新华基金,中国工商银行,债券型,20170124,20190109,20170224,20170124,20190116,5.4189,0.7,0.2,,1.0,,,中债企业债总全价指数收益率*60%+中债国债总全价指数收益率*30%+沪深300指数收益率*10%,D,债券型,契约型开放式,,20170208,20170208,E
330,511230.SH,周期债,海富通基金,交通银行,债券型,20170123,20190220,20170421,20161115,,2.0926,0.3,0.1,,1.0,0.1,,上证周期产业债指数,L,被动指数型,契约型开放式,,20170413,20170421,E
331,161233.SZ,国投瑞泰,国投瑞银基金,中国工商银行,混合型,20170123,,20170227,20161226,,9.6049,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20180802,20180802,E
332,501029.SH,红利基金LOF,华宝基金,中国银行,股票型,20170118,,20170213,20161201,,4.0232,0.75,0.15,,1.0,0.01,,标普中国A股红利机会指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20170213,20170213,E
333,513050.SH,中概互联网ETF,易方达基金,招商银行,股票型,20170104,,20170118,20161212,,3.0143,0.6,0.25,,1.0,0.1,,中证海外中国互联网50指数,L,被动指数型,契约型开放式,,20170118,20170118,E
334,168401.SZ,红土精选,红土创新基金,中国工商银行,混合型,20161230,,20170703,20161125,,2.1052,1.5,0.25,,1.0,0.1,,沪深300指数收益率*60%+中证全债指数收益率*40%,L,灵活配置型,契约型开放式,,20190103,20190103,E
335,511650.SH,华夏快线ETF,华夏基金,招商证券,货币市场型,20161229,,20170116,20161212,,41.3103,0.3,0.08,,100.0,0.1,,七天通知存款利率(税后),L,货币型,契约型开放式,,20170116,20170116,E
336,501012.SH,中药基金LOFC,汇添富基金,中国建设银行,股票型,20161229,,20170220,20161128,,1.552,0.75,0.1,,1.0,0.01,,中证中药指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20170220,20170220,E
337,501031.SH,环境治理LOFC,汇添富基金,中国工商银行,股票型,20161229,,20170220,20161128,,0.7582,1.0,0.1,,1.0,0.01,,中证环境治理指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20170220,20170220,E
338,501011.SH,中药基金LOF,汇添富基金,中国建设银行,股票型,20161229,,20170220,20161128,,1.2071,0.75,0.1,,1.0,0.01,,中证中药指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20170220,20170220,E
339,501030.SH,环境治理LOF,汇添富基金,中国工商银行,股票型,20161229,,20170220,20161128,,2.7212,1.0,0.1,,1.0,0.01,,中证环境治理指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20170220,20170220,E
340,160323.SZ,华夏磐泰,华夏基金,中国工商银行,混合型,20161226,,20170315,20161123,,2.3543,1.0,0.2,,1.0,0.1,,上证国债指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20180626,20180626,E
341,501009.SH,生物科技LOF,汇添富基金,中国建设银行,股票型,20161222,,20170220,20161128,,1.6499,0.75,0.1,,1.0,0.01,,中证生物科技主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20170220,20170220,E
342,501007.SH,互联网医疗LOF,汇添富基金,中国工商银行,股票型,20161222,,20170220,20161128,,1.2946,0.75,0.1,,1.0,0.01,,中证互联网医疗主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20170220,20170220,E
343,501008.SH,互联网医疗LOFC,汇添富基金,中国工商银行,股票型,20161222,,20170220,20161128,,0.9665,0.75,0.1,,1.0,0.01,,中证互联网医疗主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20170220,20170220,E
344,501010.SH,生物科技LOFC,汇添富基金,中国建设银行,股票型,20161222,,20170220,20161128,,0.6987,0.75,0.1,,1.0,0.01,,中证生物科技主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20170220,20170220,E
345,168301.SZ,东海祥龙,东海基金,中国工商银行,混合型,20161221,,20170227,20161116,,8.6306,1.5,0.25,,1.0,0.01,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20180703,20180703,E
346,162717.SZ,再融资,广发基金,中国工商银行,混合型,20161219,,20161229,20161107,,3.1785,1.5,0.25,,1.0,0.001,,中证800指数收益率*55%+中证全债指数收益率*45%,L,灵活配置型,契约型开放式,,20180329,20180301,E
347,161129.SZ,原油基金,易方达基金,招商银行,另类投资型,20161219,,20170215,20161205,,0.6784,1.0,0.25,,1.0,0.001,,标普高盛原油商品指数(S&P GSCI Crude Oil Index ER)收益率,L,原油主题基金,契约型开放式,,20170215,20170215,E
348,168106.SZ,盈华A,九泰基金,渤海银行,混合型,20161219,,20170616,20161107,,0.328,1.0,0.25,,1.0,0.1,,沪深300指数收益率*60%+中债总指数(总值)财富指数收益率*40%,L,灵活配置型,契约型开放式,,20181219,20181219,E
349,161626.SZ,融通通福,融通基金,中国工商银行,债券型,20161213,,20170110,20161213,,2.5228,0.7,0.2,,1.0,,,中债综合(全价)指数收益率,L,债券型,契约型开放式,,20161228,20161228,E
350,161128.SZ,标普科技,易方达基金,中国建设银行,股票型,20161213,,20161227,20161128,,3.5819,0.8,0.25,,1.0,0.001,,标普500信息科技指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20161227,20161227,E
351,161127.SZ,标普生物,易方达基金,中国建设银行,股票型,20161213,,20161227,20161128,,3.9018,0.8,0.25,,1.0,0.001,,标普生物科技精选行业指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20161227,20161227,E
352,169201.SZ,浙商鼎盈,浙商资管,中国工商银行,混合型,20161207,,20170316,20161025,,2.2736,1.5,0.25,,1.0,0.1,,沪深300指数收益率*70%+中国债券总指数收益率*30%,L,灵活配置型,契约型开放式,,20180607,20180607,E
353,160922.SZ,恒生中小,大成基金,中国农业银行,股票型,20161202,,20161212,20161107,,7.8837,1.0,0.25,,1.0,0.0001,,恒生综合中小型股指数收益率*95%+人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20161208,20161208,E
354,161125.SZ,标普500,易方达基金,中国建设银行,股票型,20161202,,20161214,20161114,,6.932,0.8,0.25,,1.0,0.001,,标普500指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20161214,20161214,E
355,511760.SH,德邦货币,德邦基金,国泰君安,货币市场型,20161128,20180125,20161215,20161114,20180612,2.77,0.28,0.06,,100.0,0.1,,七天通知存款利率(税后),D,货币型,契约型开放式,,20161215,20161215,E
356,161126.SZ,标普医药,易方达基金,中国建设银行,股票型,20161128,,20161214,20161114,,2.1717,0.8,0.25,,1.0,0.001,,标普500医疗保健等权重指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20161214,20161214,E
357,501300.SH,美元债LOF,海富通基金,中国银行,债券型,20161128,,20170216,20161114,,1.3975,0.9,0.25,,1.0,0.001,,巴克莱资本美国综合债券指数收益率*90%+商业银行活期存款基准利率(税后)*10%,L,债券型,契约型开放式,,20170216,20170216,E
358,501028.SH,财通福瑞混合LOF,财通基金,中国工商银行,混合型,20161122,,20170220,20161017,,30.8238,1.5,0.25,,1.0,0.1,,沪深300指数收益率*55%+上证国债指数收益率*45%,L,混合型,契约型开放式,,20180511,20180511,E
359,511950.SH,添利货币ETF,广发基金,中国工商银行,货币市场型,20161122,,20161219,20161109,,5.1963,0.18,0.08,,100.0,0.1,,人民币活期存款利率(税后),L,货币型,契约型开放式,,20161219,20161219,E
360,160223.SZ,创业板基,国泰基金,中国建设银行,股票型,20161111,,20161128,20160928,,2.2575,0.5,0.15,,1.0,0.01,,创业板指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20161128,20161128,E
361,161035.SZ,医药增强,富国基金,交通银行,股票型,20161111,,20161125,20161010,,3.1957,1.2,0.2,,1.0,0.01,,中证医药主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20161125,20161125,E
362,160322.SZ,港股精选,华夏基金,中国建设银行,股票型,20161111,,20170724,20161010,,3.7896,1.5,0.25,,1.0,0.1,,恒生综合指数收益率*90%+同期人民币活期存款利率*10%,L,股票型,契约型开放式,,20170105,20170105,E
363,501025.SH,香港银行LOF,鹏华基金,中国建设银行,股票型,20161110,,20161124,20161010,,2.5224,0.75,0.15,,1.0,0.1,,中证香港银行投资指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20161124,20161124,E
364,164703.SZ,添富纯债,汇添富基金,中国工商银行,债券型,20161107,,20161202,20161107,,3.3281,0.3,0.1,,1.0,,,中债综合指数,L,债券型,契约型开放式,,20161110,20161110,E
365,161124.SZ,香港小盘,易方达基金,招商银行,股票型,20161102,,20161110,20161017,,3.9932,0.8,0.25,,1.0,0.001,,恒生综合小型股指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20161110,20161110,E
366,501050.SH,50AHLOF,华夏基金,中国建设银行,股票型,20161027,,20161128,20160919,,6.8225,0.5,0.1,,1.0,0.1,,上证50AH优选指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20161128,20161128,E
367,501022.SH,银华鑫盛LOF,银华基金,中国工商银行,混合型,20161014,,20161110,20160824,,11.0571,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中国债券总指数收益率*50%,L,灵活配置型,契约型开放式,,20181015,20181015,E
368,163119.SZ,申万健康,申万菱信基金,中国农业银行,股票型,20161010,20200409,20161101,20160905,20200416,4.1876,1.0,0.22,,1.0,0.1,,中证申万新兴健康产业主题投资指数收益率*95%+银行同业存款利率*5%,D,被动指数型,契约型开放式,,20161101,20161101,E
369,512100.SH,中证1000ETF,南方基金,招商银行,股票型,20160929,,20161104,20160824,,5.8789,0.5,0.1,,1.0,0.1,,中证1000指数,L,被动指数型,契约型开放式,,20161104,20161104,E
370,501023.SH,港中小企LOF,鹏华基金,中国银行,股票型,20160929,,20161024,20160829,,5.8129,0.75,0.15,,1.0,0.1,,中证香港中小企业投资主题指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20161024,20161024,E
371,511690.SH,交易货币ETF,大成基金,中国银行,货币市场型,20160929,,20161020,20160908,,25.5155,0.25,0.08,,100.0,0.1,,中国人民银行公布的人民币活期存款基准利率(税后),L,货币型,契约型开放式,,20161020,20161020,E
372,160722.SZ,嘉实惠泽,嘉实基金,中国工商银行,混合型,20160929,,20161209,20160905,,32.72,1.5,0.25,,1.0,0.01,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20180427,20180427,E
373,165317.SZ,建信丰裕,建信基金,中国银行,混合型,20160929,,20171013,20160815,,6.4086,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中债综合指数收益率(全价)*50%,L,灵活配置型,契约型开放式,,20181009,20181009,E
374,164814.SZ,工银双债,工银瑞信基金,中国银行,债券型,20160926,,20161010,20160926,,,0.75,0.2,,1.0,,,中债企业债总全价指数收益率*60%+天相可转债指数收益率*40%,L,债券型,契约型开放式,,20161010,20161010,E
375,168105.SZ,九泰泰富,九泰基金,招商证券,混合型,20160926,20210924,20170110,20160822,,3.3563,2.0,0.25,,1.0,0.1,,沪深300指数收益率*60%+中债总指数(总值)财富指数收益率*40%,L,灵活配置型,契约型开放式,,20170919,20170919,E
376,511700.SH,场内货币ETF,平安基金,国泰君安,货币市场型,20160923,,20161017,20160912,,13.8466,0.15,0.05,,100.0,0.1,,同期中国人民银行公布的七天通知存款利率(税后),L,货币型,契约型开放式,,20161017,20161017,E
377,160642.SZ,鹏华增瑞,鹏华基金,中国工商银行,混合型,20160920,,20160929,20160906,,8.0648,1.5,0.25,,1.0,0.1,,沪深300指数收益率*60%+中证综合债指数收益率*40%,L,灵活配置型,契约型开放式,,20181011,20181011,E
378,167002.SZ,平安鼎越,平安基金,中国银行,混合型,20160920,,20161219,20160815,,6.7311,1.5,0.25,,1.0,0.01,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20180521,20180521,E
379,164210.SZ,天弘同利,天弘基金,中国工商银行,债券型,20160919,,20160930,20160919,,4.0357,0.35,0.1,,1.0,,,中债综合指数,L,债券型,契约型开放式,,20160930,20160930,E
380,501026.SH,财通福享混合LOF,财通基金,中国农业银行,混合型,20160918,,20161215,20160815,,45.8356,1.5,0.25,,1.0,0.1,,沪深300指数收益率*55%+上证国债指数收益率*45%,L,灵活配置型,契约型开放式,,20180319,20180319,E
381,160421.SZ,华安智增,华安基金,中国工商银行,混合型,20160913,,20161219,20160810,,13.0843,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*50%+中国债券总指数收益率*50%,L,灵活配置型,契约型开放式,,20180314,20180314,E
382,511680.SH,安信货币,安信基金,招商证券,货币市场型,20160909,20180802,20160927,20160901,20181030,17.9868,0.3,0.1,,100.0,0.1,,七天通知存款利率(税后),D,货币型,契约型开放式,,20160927,20160927,E
